Image_Name,Label,N,P,K,ph,soil_moisture,temperature,humidity,rainfall,sunlight_exposure,Recommendation
Critical-Deficiency-104-_vf_jpg.rf.5a8d779cc22b0ac891bdbcfe66123352.jpg,Critical Deficiency,30,46,42,4.31,12.8,15.16,31.52,35.71,3.05,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-105-_270_jpg.rf.2370a409add731640eb7f72dbbb6532e.jpg,Critical Deficiency,43,14,52,4.05,8.47,16.64,31.43,53.53,3.56,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-105-_hf_jpg.rf.8a94758052193518df1e88fc3f5dd6d0.jpg,Critical Deficiency,33,27,28,6.16,10.9,13.75,29.45,33.67,5.68,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching.
Critical-Deficiency-105-_jpg.rf.9cc2e36e031b1ac5053f0248f5b8105f.jpg,Critical Deficiency,39,40,33,4.43,5.98,12.39,37.66,41.01,6.42,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-105-_vf_jpg.rf.23ba4a2d4fc8116cc3a71f1ed0a3bd34.jpg,Critical Deficiency,37,18,30,5.72,16.62,13.76,33.25,13.42,4.36,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-108-_jpg.rf.a88356cb88e20e2538bdcdd07e673cb4.jpg,Critical Deficiency,11,40,28,5.72,8.6,12.86,26.68,29.79,3.63,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-109-_270_jpg.rf.1e3e8d3c37bec9be43fb6c4518cf8526.jpg,Critical Deficiency,46,5,21,4.5,4.72,11.6,54.75,19.61,4.35,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-109-_jpg.rf.a8eff8d74b1c64390283056f50de5895.jpg,Critical Deficiency,24,29,13,5.42,12.23,16.41,26.23,28.17,2.71,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-11-_90_jpg.rf.40aeaaabc38e7bc351a68afd44271513.jpg,Critical Deficiency,25,38,0,5.84,12.88,11.5,41.15,33.59,6.06,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-11-_hf_jpg.rf.5f197793c1a64c01d1cea638ed271623.jpg,Critical Deficiency,41,6,30,3.78,11.5,11.84,33.11,32.68,4.19,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-11-_jpg.rf.cf191cb37968523edc1b21c373b84c8e.jpg,Critical Deficiency,22,38,28,5.56,5.84,12.85,32.42,47.64,4.98,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-110-_270_jpg.rf.67f22b699c755d25050b6188315fd7e4.jpg,Critical Deficiency,36,43,41,6.0,4.75,21.21,43.56,26.63,3.92,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching.
Critical-Deficiency-118-_270_jpg.rf.327f63951f4db97ff50f2a67ffdb3864.jpg,Critical Deficiency,20,43,26,5.02,8.88,15.36,25.66,31.54,5.41,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-118-_hf_jpg.rf.589f934d895dfa3ff87f4e1a070e4c15.jpg,Critical Deficiency,30,9,7,4.72,3.82,11.71,38.02,25.53,3.72,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-118-_jpg.rf.84bfe18f5f088dba808c36d507ab55a2.jpg,Critical Deficiency,27,12,39,4.77,9.28,14.29,44.93,23.7,4.1,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-118-_jpg.rf.87074e39abc629816d4608180fd2b5ff.jpg,Critical Deficiency,26,46,61,3.25,6.49,12.83,29.1,50.02,3.35,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-118-_vf_jpg.rf.1d15029fabefb3b1ac0c3a0fc9cf70a5.jpg,Critical Deficiency,20,46,24,4.51,11.97,15.72,18.65,22.36,5.29,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-119-_270_jpg.rf.21fa8688eb557aef7d5c825e4cd6b5b9.jpg,Critical Deficiency,32,17,41,5.41,6.21,12.69,26.19,3.39,6.51,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-119-_hf_jpg.rf.8b5ef11b59905930d41d59e5b12c2260.jpg,Critical Deficiency,34,13,45,4.12,13.6,15.13,32.82,11.63,4.89,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-119-_jpg.rf.284ccd62e1807e8fc4cbd28ae7ff962f.jpg,Critical Deficiency,46,44,16,5.05,7.85,18.41,27.39,46.11,4.47,URGENT: Immediate corrective actions required. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-119-_vf_jpg.rf.237250c326111473d9e8d7f7b44f49ec.jpg,Critical Deficiency,24,5,17,5.78,0.0,21.22,36.71,54.71,3.51,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-12-_90_jpg.rf.9105cf59158dd4a928106b19123a83d4.jpg,Critical Deficiency,33,40,37,4.97,5.51,15.63,15.66,37.62,2.31,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-12-_hf_jpg.rf.c7076724b6bfb46d21e375c2071ea174.jpg,Critical Deficiency,66,9,21,5.76,5.26,20.28,14.58,56.98,1.75,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-12-_jpg.rf.2c781019a6b7a2b8f39e6038c13339fd.jpg,Critical Deficiency,38,12,11,4.23,8.9,9.12,20.7,30.98,4.21,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-12-_jpg.rf.e27ec81f77387beb46c6d5551dd4345e.jpg,Critical Deficiency,40,32,34,4.86,6.14,18.18,33.71,20.96,3.64,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-12-_vf_jpg.rf.520f42aa3654c5844b3ee1e3f292f75e.jpg,Critical Deficiency,39,39,60,6.14,15.28,13.0,31.67,27.0,2.22,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching.
Critical-Deficiency-120-_jpg.rf.9b84283bb11e918f8568e7ab78640b90.jpg,Critical Deficiency,7,40,9,4.46,13.05,16.79,28.27,34.16,4.54,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-120-_jpg.rf.b2716768ce9e9c35ff90c89f07acc574.jpg,Critical Deficiency,29,32,18,5.01,4.01,17.87,19.8,54.46,2.7,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-120-_jpg.rf.fd39b1c780ffbce4d9457c5f42988fbc.jpg,Critical Deficiency,0,19,36,7.86,5.45,12.32,23.19,51.43,6.64,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching.
Critical-Deficiency-122-_270_jpg.rf.5976817f81ea83332eabaed885371ba9.jpg,Critical Deficiency,45,20,21,5.58,11.31,16.96,32.87,22.85,5.53,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-122-_hf_jpg.rf.882f68478945e06c87818139ddac246d.jpg,Critical Deficiency,58,34,24,5.21,0.0,14.58,34.87,26.29,5.06,URGENT: Immediate corrective actions required. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-122-_vf_jpg.rf.e831c9d07ba36a7a1f70d968c64a2e2e.jpg,Critical Deficiency,25,40,26,4.0,13.85,8.59,30.41,28.77,2.35,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-124-_90_jpg.rf.6c29da5107a5ee17b867fcbe33f38788.jpg,Critical Deficiency,59,18,24,4.74,8.06,13.49,35.57,29.16,3.94,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-124-_hf_jpg.rf.d71fb637f5b75a7896458927689d635f.jpg,Critical Deficiency,16,21,26,4.8,11.48,12.46,15.84,31.18,3.32,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-124-_vf_jpg.rf.74bef523ea643b30f122d6d99669ed79.jpg,Critical Deficiency,15,22,21,4.23,11.48,9.12,37.09,19.38,4.37,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-126-_90_jpg.rf.5d04537be83571c771d46f19b1ee5435.jpg,Critical Deficiency,41,31,40,4.5,12.4,13.52,18.63,26.53,3.3,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-126-_hf_jpg.rf.c16c9c9d7ffc1024035b0f5044654a86.jpg,Critical Deficiency,20,18,24,5.44,6.43,13.71,31.81,43.02,2.36,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-126-_jpg.rf.f33667628157200c9f3e6928b7fe1779.jpg,Critical Deficiency,25,30,21,4.48,11.2,13.46,10.17,17.26,2.28,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-126-_vf_jpg.rf.c327d50e8cc43a17d257aa1a65f56c48.jpg,Critical Deficiency,49,33,32,5.3,10.39,18.05,35.96,31.95,4.27,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-131-_hf_jpg.rf.9a975175c09ee03b7a414f8c9ad60464.jpg,Critical Deficiency,18,37,39,3.89,4.91,18.8,18.11,19.76,1.91,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-131-_jpg.rf.da967c8c03acb53641165f8aa78b35e5.jpg,Critical Deficiency,28,36,34,4.11,10.78,14.39,43.32,5.71,6.18,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-132-_jpg.rf.2135ba3fa4bc2623a5872e582ef3e7ee.jpg,Critical Deficiency,31,13,36,6.29,0.0,16.47,25.81,25.32,2.65,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching.
Critical-Deficiency-135-_270_jpg.rf.5f9e2adddbb37cf4794b573bc346d7ec.jpg,Critical Deficiency,38,31,47,5.76,16.71,15.7,41.23,64.77,4.54,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-135-_hf_jpg.rf.f627da69e6cd0915899fd4bcdc9e32b0.jpg,Critical Deficiency,43,36,2,5.53,9.66,20.21,43.6,24.3,4.47,URGENT: Immediate corrective actions required. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-135-_jpg.rf.0fedc8cb3717e2496ba30919a8fb1e54.jpg,Critical Deficiency,31,21,13,5.57,10.0,15.08,10.75,30.67,5.14,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-135-_jpg.rf.39ab3ec0377eb7f6b0fc417d275c80b3.jpg,Critical Deficiency,15,25,17,4.85,9.27,14.98,37.35,28.88,5.64,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-135-_jpg.rf.95cc18eab89800610a0763e1780fea8b.jpg,Critical Deficiency,48,49,13,5.76,11.33,13.98,18.86,38.03,2.16,URGENT: Immediate corrective actions required. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-135-_jpg.rf.c5bd551430bebebfe1dc0290472a38bd.jpg,Critical Deficiency,76,4,31,4.59,15.23,18.99,27.63,10.48,5.72,URGENT: Immediate corrective actions required. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-136-_90_jpg.rf.222ab4c3d67713b57f49b0579e6f02a3.jpg,Critical Deficiency,45,59,30,5.7,12.22,11.34,14.35,39.19,2.02,URGENT: Immediate corrective actions required. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-14-_hf_jpg.rf.5be6b0e75e391f2cbf6157a53f0a8fd0.jpg,Critical Deficiency,41,46,45,4.67,12.84,12.84,42.89,35.56,5.41,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-14-_vf_jpg.rf.c8beb534ab63550936c01ca8f9b2510f.jpg,Critical Deficiency,27,26,28,5.62,7.37,11.73,50.25,28.1,5.85,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-147-_90_jpg.rf.b4cbbd3ac31b956133419774464d8428.jpg,Critical Deficiency,29,52,14,5.46,16.36,19.33,37.5,39.81,2.18,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-147-_hf_jpg.rf.0f59d032849a4e41cc41386ab402afb0.jpg,Critical Deficiency,12,17,50,5.41,10.01,21.27,28.03,25.58,4.21,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-147-_vf_jpg.rf.68db03a1f9d4d2f65ff8bd23e40401e8.jpg,Critical Deficiency,42,37,46,3.92,6.34,16.85,30.28,19.86,6.0,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-15-_270_jpg.rf.34ccc3147567ca2340c3827fde1e163a.jpg,Critical Deficiency,30,12,34,4.51,7.74,13.35,26.83,19.74,4.13,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-15-_hf_jpg.rf.5dd01e84353fa2cf5cec28b8b2de6f82.jpg,Critical Deficiency,52,51,55,5.83,0.0,16.63,15.47,18.25,5.0,URGENT: Immediate corrective actions required. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-15-_jpg.rf.c9c894d251b4c180639c8069c945a2b4.jpg,Critical Deficiency,17,22,69,4.93,11.86,10.78,23.83,39.26,8.4,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Phosphorus is below optimal. Use DAP or bone meal to improve root development. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-15-_vf_jpg.rf.d5a11b946e9de121a34b044bc209e74a.jpg,Critical Deficiency,53,42,22,4.95,12.54,17.56,39.68,48.2,1.31,URGENT: Immediate corrective actions required. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
Critical-Deficiency-152-_hf_jpg.rf.498444e22ef87a406da15a795b4d81a5.jpg,Critical Deficiency,28,33,22,4.81,1.66,22.5,26.65,16.3,3.42,URGENT: Immediate corrective actions required. Nitrogen is relatively low. Apply nitrogen-rich fertilizers like urea or compost. Potassium is insufficient. Add potash fertilizers to improve plant strength. Soil moisture is low. Ensure regular irrigation and consider mulching. Soil pH is below optimal range. Apply lime to balance soil acidity.
